Date,Forecast,Actual
5/17/12,,303.6633542
5/18/12,,328.3244792
5/19/12,,305.8811667
5/20/12,,295.4593542
5/21/12,,333.0332854
5/22/12,,341.4742854
5/23/12,,337.2525833
5/24/12,,341.9135833
5/25/12,,336.8014375
5/26/12,,311.8162708
5/27/12,,308.9733604
5/28/12,,294.8358542
5/29/12,,329.5446667
5/30/12,,337.3720417
5/31/12,,335.2048033
6/1/12,,331.034667
6/2/12,,312.0498744
6/3/12,,298.0109142
6/4/12,,339.6351163
6/5/12,,346.3862413
6/6/12,,342.7576082
6/7/12,,342.5585451
6/8/12,,341.9417921
6/9/12,,328.5143487
6/10/12,,316.6638696
6/11/12,,351.8459946
6/12/12,,352.5835571
6/13/12,,357.8948904
6/14/12,,355.1577654
6/15/12,,356.9073904
6/16/12,,334.3857446
6/17/12,,319.2048487
6/18/12,,357.5286196
6/19/12,,360.1258487
6/20/12,,357.3060362
6/21/12,,368.0631821
6/22/12,,361.3970779
6/23/12,,341.8170987
6/24/12,,327.1347237
6/25/12,,358.2595779
6/26/12,,365.7181196
6/27/12,,370.2289946
6/28/12,,368.8223904
6/29/12,,368.9140154
6/30/12,,332.3482862
7/1/12,,315.6407446
7/2/12,,347.5458997
7/3/12,,354.6503487
7/4/12,,361.4147237
7/5/12,,370.3484946
7/6/12,,359.5304529
7/7/12,,322.5864529
7/8/12,,311.5054529
7/9/12,,350.5326821
7/10/12,,356.8882654
7/11/12,,353.7980154
7/12/12,,365.4953071
7/13/12,,343.3143487
7/14/12,,330.8538279
7/15/12,,315.3854737
7/16/12,,349.6663487
7/17/12,,359.5804946
7/18/12,,365.5718071
7/19/12,,377.0029675
7/20/12,,377.2280154
7/21/12,,350.5066612
7/22/12,,322.7796258
7/23/12,,364.0674112
7/24/12,,367.8385154
7/25/12,,380.8814112
7/26/12,,385.2055154
7/27/12,,388.3122681
7/28/12,,339.4398279
7/29/12,,340.720452
7/30/12,,382.6231821
7/31/12,,393.7419529
8/1/12,,386.2439946
8/2/12,,385.8063279
8/3/12,,376.0501404
8/4/12,,340.9114321
8/5/12,,329.7618487
8/6/12,,373.4248279
8/7/12,,380.6015154
8/8/12,,387.3307237
8/9/12,,372.7300571
8/10/12,,361.3818071
8/11/12,,349.0567862
8/12/12,,324.1391821
8/13/12,,373.0024112
8/14/12,,360.4620571
8/15/12,,339.9003487
8/16/12,,380.7000987
8/17/12,,378.4505571
8/18/12,,312.5030987
8/19/12,,318.3072862
8/20/12,,315.2536196
8/21/12,,355.4597446
8/22/12,,361.7954737
8/23/12,,363.4737029
8/24/12,,360.1842029
8/25/12,,336.0727237
8/26/12,,302.3061612
8/27/12,,338.0313904
8/28/12,,351.4518279
8/29/12,,360.4146196
8/30/12,,366.8202862
8/31/12,,368.2011612
9/1/12,,332.1556612
9/2/12,,307.5694112
9/3/12,,336.5681821
9/4/12,,358.9296196
9/5/12,,364.1673904
9/6/12,,367.5479321
9/7/12,,357.8562446
9/8/12,,315.8176196
9/9/12,,319.0349112
9/10/12,,364.1107654
9/11/12,,378.3342446
9/12/12,,377.0400231
9/13/12,,375.652801
9/14/12,,384.0412237
9/15/12,,350.2558279
9/16/12,,334.2231821
9/17/12,,382.7588696
9/18/12,,398.469155
9/19/12,,379.8702267
9/20/12,,387.0849675
9/21/12,,380.9859946
9/22/12,,333.6907862
9/23/12,,318.4231196
9/24/12,,358.1944737
9/25/12,,358.9350905
9/26/12,,372.8358071
9/27/12,,383.0103904
9/28/12,,350.9230154
9/29/12,,326.0098071
9/30/12,,320.4550987
10/1/12,,357.0905362
10/2/12,,376.1423696
10/3/12,,384.6959737
10/4/12,,372.1018487
10/5/12,,374.6993904
10/6/12,,355.7614946
10/7/12,,344.7395154
10/8/12,,380.3338696
10/9/12,,393.4171196
10/10/12,,395.7155779
10/11/12,,389.9587654
10/12/12,,388.1975696
10/13/12,,371.1943904
10/14/12,,348.6405362
10/15/12,,384.3969571
10/16/12,,390.6469529
10/17/12,,401.1623487
10/18/12,,395.2008071
10/19/12,,383.6160571
10/20/12,,348.2959112
10/21/12,,338.0016404
10/22/12,,385.4760987
10/23/12,,385.1490779
10/24/12,,397.469479
10/25/12,,377.3281112
10/26/12,,340.2723279
10/27/12,,340.5671404
10/28/12,,339.5170987
10/29/12,,376.1417237
10/30/12,,390.0997862
10/31/12,,393.4613904
11/1/12,,345.0981821
11/2/12,,368.0951404
11/3/12,,351.6084112
11/4/12,,354.9822237
11/5/12,,393.8668487
11/6/12,,397.9682446
11/7/12,,391.5272154
